,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Age,day_engaged,cluster
1094,0,1,57236.0,2,121,0,10,50,29,1
1095,0,0,61825.0,1,424,0,15,36,542,1
1096,0,0,79803.0,1,868,0,13,57,329,2
1097,0,0,80910.0,0,756,0,15,29,792,2
1098,0,1,27590.0,1,12,0,4,33,618,1
1099,0,1,56775.0,1,937,0,25,36,699,2
1100,0,0,83829.0,0,1862,4,17,40,509,2
1101,0,1,54210.0,1,367,0,14,36,591,1
1102,0,1,38508.0,1,443,0,20,29,692,1
1103,0,1,53187.0,1,267,0,13,45,432,1
1104,0,1,30023.0,1,61,0,6,43,283,1
1105,0,0,76045.0,0,1323,1,21,55,412,2
1106,0,1,50870.0,1,63,0,6,63,196,1
1107,0,1,15315.0,0,64,0,8,45,664,1
1108,0,1,65463.0,1,562,1,19,41,336,2
1109,0,1,66480.0,2,312,0,19,50,215,1
1110,0,0,76773.0,0,1156,0,16,61,675,2
1111,0,0,81698.0,0,1104,2,16,32,728,2
1112,0,0,54466.0,2,16,0,4,42,121,1
1113,0,0,98777.0,0,2008,1,19,55,318,2
1114,0,0,16269.0,1,44,0,9,31,489,1
1115,0,1,71819.0,1,1574,2,14,44,491,2
1116,0,1,33569.0,1,63,2,5,32,442,1
1117,0,1,36262.0,0,426,2,12,32,468,1
1118,1,1,22634.0,0,96,0,6,49,715,3
1119,0,1,47025.0,1,635,0,23,37,388,2
1120,0,0,70566.0,1,757,0,22,47,570,2
1121,0,1,31605.0,1,125,0,9,36,770,1
1122,0,0,52034.0,2,332,0,16,42,594,1
1123,0,0,48526.0,1,135,0,8,36,373,1
1124,0,1,46734.0,1,330,0,14,61,774,1
1125,0,0,39552.0,2,384,1,20,53,744,1
1126,0,0,86358.0,2,1722,0,18,49,876,2
1127,0,1,46931.0,3,78,0,7,38,252,1
1128,1,0,16581.0,0,24,0,4,30,396,3
1129,0,0,63998.0,0,1168,1,25,63,377,2
1130,0,1,67381.0,1,957,1,17,64,716,2
1131,0,0,25930.0,2,15,0,4,48,448,1
1132,0,1,42693.0,1,57,0,5,37,179,1
1133,0,1,85606.0,1,1956,1,24,39,751,2
1134,0,0,72903.0,0,2013,4,21,30,429,2
1135,0,1,49669.0,1,326,0,14,41,222,1
1136,0,1,36778.0,2,77,0,9,47,968,1
1137,0,0,85696.0,0,1313,1,20,53,667,2
1138,0,0,10979.0,0,30,0,8,26,224,1
1139,0,1,49678.0,1,315,0,14,54,698,1
1140,0,1,56129.0,1,660,0,22,62,560,2
1141,0,1,37155.0,1,74,0,7,26,700,1
1142,0,0,21282.0,1,46,0,7,37,57,1
1143,0,0,33419.0,1,86,0,8,53,502,1
1144,0,0,63285.0,0,1103,0,25,70,600,2
1145,0,1,21255.0,1,61,0,11,41,345,1
1146,0,1,42162.0,1,145,2,9,34,408,1
1147,0,1,54450.0,2,684,0,31,59,839,2
1148,0,1,57744.0,1,411,0,16,61,386,1
1149,0,0,26576.0,1,27,2,4,29,810,1
1150,0,0,57513.0,0,1060,0,27,72,573,2
1151,0,1,68142.0,1,1459,0,24,51,855,2
1152,0,1,7500.0,1,18,0,4,36,855,1
1153,0,1,83145.0,0,1833,2,26,41,831,2
1154,0,1,54197.0,1,237,0,12,55,303,1
1155,0,0,23091.0,2,48,0,10,52,218,1
1156,0,1,46049.0,2,515,1,26,39,529,2
1157,0,1,56715.0,0,1020,0,15,41,964,2
1158,0,1,79410.0,0,1370,0,11,54,217,2
1159,0,1,57304.0,1,1026,0,25,64,424,2
1160,0,1,44375.0,1,301,0,12,50,284,1
1161,0,1,54450.0,2,684,0,31,59,839,2
1162,0,1,59594.0,1,499,1,17,50,803,2
1163,0,1,80685.0,0,1004,0,21,21,862,2
1164,0,1,40344.0,1,218,0,12,41,445,1
1165,0,1,62710.0,1,606,0,22,43,588,2
1166,0,1,48985.0,1,75,0,6,47,604,1
1167,0,1,35322.0,3,106,0,9,47,862,1
1168,0,1,77142.0,0,990,0,17,67,582,2
1169,0,0,81657.0,0,1097,0,16,46,344,2
1170,1,1,14421.0,0,16,1,4,19,318,3
1171,0,1,20130.0,0,34,0,5,41,290,1
1172,0,1,74214.0,0,1711,0,16,25,858,2
1173,0,1,66726.0,2,438,1,17,58,31,1
1174,1,1,23724.0,1,75,0,7,36,518,3
1175,0,1,47353.0,1,225,0,13,55,414,1
1176,0,1,33444.0,2,18,0,4,63,1026,1
1177,0,1,54386.0,1,470,0,17,34,594,1
1178,0,0,28510.0,2,91,0,9,34,628,1
1179,0,0,90638.0,0,2525,1,18,24,322,2
1180,0,1,48070.0,1,504,0,19,65,718,2
1181,0,1,43140.0,1,235,0,11,58,610,1
1182,0,0,54959.0,1,1232,2,21,54,712,2
1183,1,0,15056.0,2,88,0,12,57,667,3
1184,0,0,26954.0,1,17,0,4,44,149,1
1185,0,0,22327.0,1,24,0,5,30,692,1
1186,0,1,44393.0,2,60,0,7,50,497,1
1187,0,0,62000.0,1,1020,1,26,63,494,2
1188,0,1,31497.0,1,155,0,10,53,933,1
1189,0,1,45894.0,2,51,0,5,41,308,1
1190,0,0,78579.0,0,1812,1,16,45,740,2
1191,0,0,67369.0,1,1461,3,25,46,775,2
1192,0,0,58401.0,1,96,0,6,55,256,1
1193,0,0,62307.0,1,160,0,9,63,318,1
1194,0,1,43641.0,2,139,0,10,46,619,1
1195,0,0,63841.0,1,908,0,22,47,620,2
1196,0,1,46891.0,1,183,0,8,50,722,1
1197,0,1,70091.0,1,1161,1,19,46,641,2
1198,0,1,78075.0,0,988,0,14,43,242,2
1199,0,0,59184.0,1,1072,0,27,54,844,2
1200,0,1,54809.0,2,174,0,12,38,418,1
1201,0,1,58113.0,1,758,0,22,56,706,2
1202,0,1,51412.0,1,195,0,11,57,366,1
1203,0,0,15287.0,1,31,2,6,36,813,1
1204,0,1,66636.0,0,1084,0,17,58,502,2
1205,0,1,50965.0,1,685,1,22,59,680,2
1206,0,1,84618.0,0,1672,1,26,50,405,2
1207,0,1,18351.0,0,43,0,6,25,429,1
1208,0,1,40451.0,2,49,1,5,58,319,1
1209,0,1,36317.0,1,133,0,9,50,589,1
1210,0,1,42213.0,1,363,1,15,58,387,1
1211,0,1,65748.0,1,545,0,18,60,626,2
1212,0,1,77044.0,1,1065,1,31,43,431,2
1213,0,1,74918.0,0,2047,1,21,46,394,2
1214,0,1,56721.0,2,296,0,15,43,792,1
1215,0,0,42160.0,2,140,1,11,40,552,1
1216,0,0,61559.0,1,530,0,17,50,533,1
1217,0,1,33629.0,2,152,0,13,52,876,1
1218,0,1,68682.0,0,1598,0,24,24,570,2
1219,0,0,34377.0,1,114,0,8,52,712,1
1220,1,0,8940.0,1,101,0,10,29,862,3
1221,0,1,26228.0,1,25,0,4,42,466,1
1222,0,0,77297.0,0,789,1,22,58,705,2
1223,0,1,40211.0,2,87,1,7,34,520,1
1224,0,0,33438.0,2,90,0,11,57,466,1
1225,0,1,75032.0,1,1215,0,20,56,613,2
1226,0,0,61284.0,0,811,1,22,60,387,2
1227,0,1,22518.0,1,61,2,7,29,801,1
1228,0,1,54730.0,1,405,0,18,40,504,1
1229,0,1,38452.0,2,72,0,9,60,277,1
1230,0,0,44421.0,2,189,0,14,44,685,1
1231,0,1,38197.0,1,40,0,5,29,551,1
1232,0,0,41986.0,1,63,0,10,37,121,1
1233,0,1,28427.0,1,52,0,7,32,651,1
1234,0,1,37395.0,1,39,0,5,39,330,1
1235,0,1,64722.0,1,805,0,25,44,220,2
1236,0,1,55249.0,1,130,0,8,59,259,1
1237,0,1,84906.0,0,1631,3,24,43,631,2
1238,0,1,28691.0,1,34,0,5,26,634,1
1239,0,0,44213.0,2,152,0,12,63,398,1
1240,1,0,25707.0,1,21,0,5,31,348,3
1241,0,1,59062.0,3,71,0,7,48,662,1
1242,0,0,76624.0,1,899,1,23,53,222,2
1243,0,1,66000.0,0,711,0,10,68,256,2
1244,0,1,27683.0,1,351,0,16,37,998,1
1245,0,0,1730.0,0,8,0,15,44,228,1
1246,1,0,7500.0,1,119,0,11,23,1025,3
1247,0,1,40521.0,2,21,0,4,47,607,1
1248,0,1,20427.0,1,10,0,4,42,283,1
1249,0,1,65106.0,1,973,1,27,40,222,2
1250,0,1,69969.0,0,1536,3,13,50,492,2
1251,0,1,67433.0,2,992,1,28,63,534,2
1252,0,1,77766.0,1,1529,2,34,48,678,2
1253,0,1,74716.0,1,860,0,17,43,388,2
1254,0,0,68118.0,1,928,0,23,52,440,2
1255,0,1,55158.0,2,418,1,18,45,885,1
1256,0,1,62972.0,1,587,1,16,60,1029,2
1257,0,1,74190.0,1,641,0,19,40,27,2
1258,0,1,39356.0,2,23,1,4,39,288,1
1259,0,1,76653.0,0,2279,2,23,46,503,2
1260,0,0,35860.0,2,49,1,6,42,227,1
1261,0,0,90687.0,0,1779,2,17,32,589,2
1262,0,1,73450.0,0,1804,2,27,33,599,2
1263,0,1,31454.0,2,48,0,8,55,573,1
1264,0,0,47139.0,2,83,1,7,63,212,1
1265,0,0,83829.0,0,1862,4,17,40,509,2
1266,0,1,53378.0,2,793,1,29,52,829,2
1267,0,1,19656.0,1,84,0,9,45,517,1
1268,0,1,45579.0,1,183,0,10,67,499,1
1269,0,0,85485.0,0,1383,0,19,57,194,2
1270,0,1,55956.0,0,999,1,16,71,181,2
1271,0,0,64191.0,1,825,0,24,52,709,2
1272,0,0,38808.0,1,246,2,14,43,858,1
1273,0,1,57183.0,2,610,0,25,49,653,2
1274,0,0,23748.0,1,76,0,9,47,771,1
1275,0,1,66303.0,1,1286,1,22,44,674,2
1276,0,1,37368.0,1,30,1,4,40,381,1
1277,0,1,40800.0,3,99,0,8,51,730,1
1278,0,0,71847.0,0,1192,1,22,37,832,2
1279,0,1,46149.0,1,362,0,18,40,398,1
1280,0,1,78687.0,0,2130,2,19,32,845,2
1281,0,0,49118.0,0,1229,3,28,44,866,2
1282,0,1,37633.0,2,38,0,6,58,833,1
1283,0,1,39767.0,0,485,0,17,64,529,2
1284,1,1,26997.0,0,434,0,13,64,965,3
1285,0,0,33986.0,1,44,0,5,45,658,1
1286,0,1,57091.0,1,496,2,18,43,769,2
1287,0,1,46831.0,2,78,0,7,46,513,1
1288,0,1,83151.0,0,2346,4,23,43,456,2
1289,0,1,52531.0,0,794,0,21,44,732,2
1290,0,1,15759.0,0,17,0,4,59,602,1
1291,0,0,22804.0,1,26,0,5,44,519,1
1292,0,1,43050.0,1,76,0,8,42,289,1
1293,0,0,42997.0,2,15,0,4,38,538,1
1294,0,0,48918.0,2,62,0,7,52,28,1
1295,0,1,60033.0,1,198,0,10,61,278,1
1296,0,1,34043.0,1,49,0,5,37,433,1
1297,0,1,57811.0,1,802,1,25,49,556,2
1298,0,1,78569.0,0,1736,2,15,69,316,2
1299,0,0,7500.0,2,57,0,10,37,735,1
1300,0,1,157733.0,1,59,0,2,44,635,2
1301,0,1,94384.0,0,2302,4,18,62,638,2
1302,0,1,23148.0,0,37,0,6,30,317,1
1303,0,0,44267.0,2,310,0,16,45,675,1
1304,0,1,71626.0,0,1305,1,19,36,1086,2
1305,0,1,60894.0,1,832,0,26,49,552,2
1306,0,1,50200.0,2,401,0,19,39,668,1
1307,0,1,81051.0,0,1501,2,23,50,223,2
1308,0,1,65169.0,0,1189,5,28,33,352,2
1309,0,1,59868.0,1,1194,0,32,43,528,2
1310,0,1,65695.0,1,656,0,21,55,335,2
1311,0,0,64857.0,0,1540,0,23,59,769,2
1312,0,1,45143.0,1,311,0,15,50,493,1
1313,0,1,74805.0,1,820,0,26,60,569,2
1314,0,1,59060.0,1,274,0,14,26,61,1
1315,0,0,27238.0,2,57,0,9,53,621,1
1316,0,1,47009.0,1,448,0,17,50,721,1
1317,0,1,46094.0,2,44,0,5,42,87,1
1318,0,1,40321.0,2,102,0,8,43,521,1
1319,0,1,37235.0,1,61,0,5,31,364,1
1320,0,1,81843.0,0,1643,0,27,55,619,2
1321,0,1,46692.0,1,397,0,15,57,574,1
1322,0,1,77382.0,1,1121,1,26,47,184,2
1323,0,0,37774.0,2,473,2,16,38,1028,1
1324,1,1,18393.0,1,50,0,8,41,278,3
1325,0,1,72828.0,1,1678,0,28,53,686,2
1326,0,1,24711.0,0,58,0,7,33,258,1
1327,0,1,45503.0,1,170,0,9,40,463,1
1328,0,0,6560.0,0,373,0,2,33,385,1
1329,0,1,71604.0,0,1196,2,17,70,410,2
1330,0,1,27244.0,1,101,0,8,36,182,1
1331,0,1,48752.0,2,316,1,17,46,750,1
1332,0,1,71434.0,1,1400,2,21,53,470,2
1333,0,0,90842.0,0,1424,0,27,67,521,2
1334,0,1,88097.0,1,844,4,20,37,866,2
1335,0,1,51948.0,1,311,0,13,40,471,1
1336,0,1,71853.0,0,1149,0,17,33,514,2
1337,0,1,35876.0,0,129,0,8,32,256,1
1338,0,0,40049.0,1,32,0,5,63,442,1
1339,0,0,39660.0,1,299,1,14,33,876,1
1340,0,1,50127.0,1,320,1,13,53,217,1
1341,0,1,43263.0,1,441,0,16,38,771,1
1342,0,1,62845.0,2,1178,2,28,66,1087,2
1343,0,1,18929.0,0,85,0,6,25,684,1
1344,1,0,24367.0,1,24,0,4,33,652,3
1345,0,0,33249.0,1,112,0,8,40,680,1
1346,0,1,26887.0,1,30,0,5,56,456,1
1347,0,1,50150.0,0,410,0,16,32,560,1
1348,0,1,62061.0,1,800,1,24,39,488,2
1349,0,0,85696.0,0,1313,1,20,53,667,2
1350,0,1,76542.0,0,1483,0,23,59,642,2
1351,0,0,70515.0,0,1258,1,17,22,437,2
1352,0,1,18227.0,1,28,0,4,28,873,1
1353,0,1,69139.0,1,227,0,11,50,339,1
1354,0,1,69109.0,0,1555,2,20,33,842,2
1355,0,0,69627.0,1,861,0,23,53,655,2
1356,0,1,38136.0,1,103,1,8,37,619,1
1357,0,0,62159.0,0,634,0,19,69,248,2
1358,0,0,80695.0,0,1918,0,19,52,368,2
1359,0,0,33316.0,2,131,0,10,44,631,1
1360,0,1,58554.0,2,586,0,22,47,827,1
1361,1,1,17256.0,1,62,1,7,23,404,3
1362,0,0,53034.0,2,447,0,22,41,581,1
1363,0,1,52203.0,0,939,0,27,65,884,2
1364,0,0,59601.0,1,797,1,15,38,525,2
1365,0,0,75154.0,1,1143,1,16,57,997,2
1366,0,0,47025.0,1,415,0,17,39,539,1
1367,0,1,37971.0,1,30,0,5,42,402,1
1368,0,0,41335.0,1,187,0,12,47,371,1
1369,0,1,67267.0,1,251,0,11,57,233,1
1370,0,0,57338.0,1,237,0,12,40,247,1
1371,0,1,50523.0,2,91,0,8,55,372,1
1372,0,0,35791.0,3,35,0,6,50,575,1
1373,0,0,50611.0,1,493,1,22,55,996,2
1374,0,1,56242.0,1,971,0,28,46,669,2
1375,0,0,48904.0,1,371,0,17,55,1054,1
1376,0,0,56243.0,3,396,0,20,40,367,1
1377,0,1,21355.0,1,68,2,7,30,499,1
1378,0,1,57420.0,1,322,1,15,44,555,1
1379,0,1,52247.25135379061,1,317,0,14,45,727,1
1380,0,0,46390.0,1,222,0,10,60,241,1
1381,0,1,54342.0,2,177,0,12,59,665,1
1382,0,1,52247.25135379061,2,45,0,5,57,1028,1
1383,0,0,52247.25135379061,2,21,0,4,51,31,1
1384,0,1,20895.0,1,45,0,6,42,935,1
1385,0,1,92344.0,0,1899,2,20,67,351,2
1386,0,1,52247.25135379061,1,42,0,5,43,332,1
1387,0,1,26907.0,2,22,0,6,39,499,1
1388,0,1,44964.0,2,41,0,5,35,746,1
1389,0,1,75507.0,0,1440,0,21,36,330,2
1390,0,1,53761.0,2,325,0,17,43,417,1
1391,0,1,22682.0,1,95,0,10,42,662,1
1392,0,1,38887.0,1,42,0,5,43,332,1
1393,0,0,41658.0,2,72,0,6,40,842,1
1394,0,1,29791.0,1,20,0,7,43,231,1
1395,0,1,63915.0,2,789,0,23,59,520,2
1396,0,0,39996.0,2,15,0,4,41,224,1
1397,0,0,26759.0,1,59,0,8,43,183,1
1398,0,0,63841.0,1,908,0,22,47,620,2
1399,0,1,51039.0,2,417,0,14,46,811,1
1400,0,1,60544.0,2,289,0,15,54,859,1
1401,0,1,65685.0,1,769,0,21,43,278,2
1402,0,1,37716.0,1,188,0,10,62,255,1
1403,0,0,36864.0,1,354,1,14,58,871,1
1404,0,1,44511.0,1,727,0,26,45,752,2
1405,0,1,36947.0,2,146,0,11,48,907,1
1406,0,1,47352.0,1,319,0,16,64,423,1
1407,0,1,67087.0,1,794,0,22,62,380,2
1408,0,1,57045.0,1,454,0,18,65,875,2
1409,0,0,36957.0,2,152,1,11,62,936,1
1410,0,1,69389.0,1,797,0,22,38,825,2
1411,0,1,80134.0,1,1690,4,16,43,591,2
1412,0,1,43142.0,2,20,0,4,46,317,1
1413,0,1,80589.0,0,1428,2,21,71,344,2
1414,0,0,34412.0,1,209,0,11,25,687,1
1415,0,0,57537.0,1,545,0,19,36,452,1
1416,1,1,22634.0,0,96,0,6,49,715,3
1417,0,1,51315.0,0,222,0,10,67,312,1
1418,0,1,36026.0,3,61,0,7,43,291,1
1419,0,1,24639.0,2,44,0,9,42,338,1
1420,0,1,34578.0,3,8,0,4,43,58,1
1421,0,0,65704.0,0,817,0,23,43,445,2
1422,0,0,63810.0,1,1371,1,23,49,781,2
1423,0,1,54132.0,1,42,0,5,46,319,1
1424,0,1,18690.0,0,60,0,5,56,734,1
1425,0,1,28164.0,1,78,0,9,45,636,1
1426,0,1,34596.0,1,23,0,4,41,628,1
1427,0,1,43269.0,1,19,0,4,43,472,1
1428,0,0,38741.0,2,61,0,7,57,277,1
1429,0,0,31907.0,0,449,0,14,43,638,1
1430,0,1,27100.0,1,37,0,5,32,607,1
1431,0,0,31163.0,1,38,0,5,42,322,1
1432,0,1,92533.0,0,1131,2,23,30,378,2
1433,0,0,34853.0,2,34,0,7,42,374,1
1434,0,0,70844.0,2,294,0,17,48,428,1
1435,0,1,31086.0,2,48,1,6,36,636,1
1436,0,1,60544.0,2,289,0,15,54,859,1
1437,0,1,20491.0,0,30,0,4,29,706,1
1438,0,1,42523.0,0,125,0,7,51,253,1
1439,0,1,39922.0,1,156,0,9,32,686,1
1440,0,1,33402.0,2,70,0,9,63,532,1
1441,0,1,36408.0,2,22,0,4,66,467,1
1442,0,1,21645.0,1,65,1,9,36,1028,1
1443,0,0,78427.0,0,1930,2,23,67,799,2
1444,0,1,82657.0,0,2283,2,23,69,461,2
1445,0,1,51876.0,0,310,0,13,57,443,1
1446,0,1,78041.0,0,1319,0,18,44,746,2
1447,0,1,52852.0,1,879,1,26,58,1085,2
1448,0,1,70038.0,0,1244,0,17,33,433,2
1449,0,1,69401.0,1,690,0,17,42,284,2
1450,0,1,46053.0,1,209,0,12,43,683,1
1451,0,1,77343.0,0,1134,0,17,50,117,2
1452,0,0,73892.0,0,1507,1,23,62,414,2
1453,0,0,40304.0,1,57,0,6,48,458,1
1454,0,1,32727.0,0,529,0,17,50,856,1
1455,0,1,68695.0,0,1091,0,16,46,190,2
1456,0,0,43300.0,1,180,1,11,44,810,1
1457,0,1,26290.0,2,77,0,10,43,396,1
1458,0,0,93790.0,0,2349,4,25,45,30,2
1459,0,1,38410.0,0,534,1,18,41,839,2
1460,0,0,64866.0,1,556,1,21,65,340,2
1461,0,1,57957.0,1,637,0,25,56,500,2
1462,0,1,46015.0,2,46,2,5,60,263,1
1463,0,1,16531.0,1,44,0,9,37,197,1
1464,0,1,28072.0,1,47,0,5,29,512,1
1465,0,0,49476.0,1,795,0,22,52,560,2
1466,0,1,50725.0,1,586,0,21,62,687,2
1467,0,1,83844.0,0,1574,1,20,63,392,2
1468,0,1,41145.0,2,13,0,4,65,152,1
1469,0,1,67419.0,1,1471,0,25,45,715,2
1470,0,1,23162.0,2,65,0,8,45,376,1
1471,0,1,34380.0,1,175,0,12,38,695,1
1472,0,0,34704.0,1,40,0,5,49,614,1
1473,0,1,94871.0,2,1078,3,18,46,1088,2
1474,0,1,65148.0,1,1115,0,21,57,776,2
1475,0,1,39898.0,1,134,0,9,61,395,1
1476,0,0,64857.0,0,1540,0,23,59,769,2
1477,0,1,59892.0,1,87,0,7,45,689,1
1478,0,0,41020.0,0,217,0,10,28,430,1
1479,0,1,57072.0,1,1034,1,27,54,342,2
1480,0,0,60474.0,1,1180,0,31,36,727,2
1481,0,1,62807.0,1,819,0,23,55,853,2
1482,0,1,19414.0,1,32,0,5,34,442,1
1483,0,1,19107.0,1,46,0,6,35,497,1
1484,0,1,75484.0,1,1159,0,18,39,1058,2
1485,0,0,70379.0,1,860,0,25,39,669,2
1486,0,1,79419.0,0,1631,0,15,45,193,2
1487,0,1,64014.0,3,444,1,22,69,87,1
1488,0,1,76998.0,1,1910,1,29,60,426,2
1489,0,1,49854.0,1,380,0,18,43,447,1
1490,0,1,60585.0,2,736,1,30,44,556,2
1491,0,0,42873.0,2,269,0,15,65,710,1
1492,0,1,87679.0,0,2524,4,29,27,523,2
1493,0,1,57867.0,1,612,0,25,37,721,2
1494,0,1,35765.0,1,75,0,8,25,415,1
1495,0,1,65492.0,0,1045,0,26,56,340,2
1496,0,0,32952.0,1,55,0,6,38,719,1
1497,0,1,53374.0,1,1064,2,21,46,868,2
1498,0,1,71706.0,1,1443,0,25,56,779,2
1499,0,1,68487.0,0,1366,0,30,27,718,2
1500,0,1,53253.0,2,436,0,19,40,425,1
1501,0,0,31163.0,1,38,0,5,42,322,1
1502,0,1,42014.0,1,436,1,20,38,867,2
1503,0,1,54108.0,2,747,0,32,42,965,2
1504,0,0,49667.0,0,1396,2,22,60,864,2
1505,0,1,63206.0,0,928,1,14,41,287,2
1506,0,1,57136.0,2,642,0,26,43,481,2
1507,0,1,46772.0,1,1048,1,30,40,904,2
1508,0,1,78931.0,0,943,0,24,44,433,2
1509,0,1,53977.0,1,907,0,27,57,513,2
1510,0,1,84219.0,0,1198,0,18,27,333,2
1511,0,0,46098.0,2,120,0,11,40,866,1
1512,0,1,73538.0,1,1658,0,26,50,767,2
1513,0,1,79529.0,0,1638,0,22,29,249,2
1514,0,1,20981.0,0,73,1,7,38,611,1
1515,0,0,51766.0,1,275,0,12,35,59,1
1516,0,1,55759.0,1,854,0,26,53,764,2
1517,0,1,33039.0,1,78,0,7,37,479,1
1518,0,1,37787.0,1,106,0,7,43,468,1
1519,0,0,27242.0,1,106,1,7,45,781,1
1520,0,0,87188.0,0,1923,1,19,32,666,2
1521,0,1,69930.0,0,1662,0,22,44,585,2
1522,0,0,37697.0,1,84,0,7,39,183,1
1523,0,1,37401.0,1,48,0,7,42,210,1
1524,0,0,3502.0,1,5,0,0,42,628,1
1525,0,1,58597.0,2,733,0,32,39,772,2
1526,0,0,82032.0,0,1234,0,17,67,242,2
1527,0,1,28087.0,2,112,0,9,57,780,1
1528,0,0,74004.0,0,1658,3,15,28,311,2
1529,0,1,19740.0,1,55,0,7,55,648,1
1530,0,1,57036.0,1,1513,1,26,40,780,2
1531,0,1,53083.0,2,271,1,17,57,596,1
1532,0,1,69283.0,1,904,0,27,40,201,2
1533,0,0,46098.0,2,120,1,11,40,866,1
1534,0,1,23331.0,1,103,0,8,27,997,1
1535,0,0,23331.0,1,269,0,17,27,966,1
1536,0,0,9255.0,1,22,0,5,26,377,1
1537,0,0,67786.0,0,1156,1,16,56,538,2
1538,0,1,71969.0,1,1086,1,19,44,807,2
1539,0,0,59235.0,1,1128,0,28,48,396,2
1540,0,1,31928.0,1,72,0,9,26,279,1
1541,0,1,74881.0,2,964,0,27,54,516,2
1542,0,1,65819.0,0,1383,0,20,37,763,2
1543,0,0,51411.0,3,18,0,4,62,585,1
1544,0,0,51983.0,1,793,0,24,51,853,2
1545,0,1,42386.0,1,100,0,7,29,718,1
1546,0,1,30390.0,0,80,0,6,28,691,1
1547,0,0,30983.0,0,167,1,8,52,842,1
1548,0,0,66033.0,1,677,0,20,58,711,2
1549,0,1,37284.0,2,23,0,4,40,643,1
1550,0,0,57530.0,1,92,0,7,64,387,1
1551,0,1,76800.0,0,641,0,16,50,151,2
1552,0,1,63943.0,1,1106,0,17,59,1057,2
1553,0,1,76081.0,0,1033,1,14,53,223,2
1554,0,1,67445.0,1,1174,0,32,41,754,2
1555,0,1,37054.0,2,25,0,6,48,473,1
1556,0,1,47175.0,2,240,2,17,53,795,1
1557,0,0,31859.0,1,20,0,4,39,566,1
1558,0,0,27215.0,3,102,0,11,54,708,1
1559,0,0,70179.0,1,1034,0,26,39,529,2
1560,0,1,39922.0,1,156,0,9,32,686,1
1561,0,1,49681.0,2,458,0,21,39,630,1
1562,0,1,24645.0,1,17,0,4,27,1086,1
1563,0,0,79865.0,1,792,0,21,61,197,2
1564,0,1,44322.0,1,92,0,8,30,199,1
1565,0,0,47958.0,1,407,0,16,63,712,1
1566,0,0,63972.0,1,1269,1,23,51,1054,2
1567,0,1,75315.0,1,841,0,23,61,261,2
1568,0,1,55517.0,2,633,1,23,65,826,2
1569,0,1,75283.0,3,1019,0,25,58,645,2
1570,0,0,82800.0,0,1315,3,26,69,768,2
1571,0,1,38998.0,2,54,0,8,61,1026,1
1572,0,0,90638.0,0,2525,2,18,24,322,2
1573,0,1,27161.0,1,52,0,5,29,430,1
1574,0,1,42014.0,1,436,1,20,38,867,2
1575,0,1,38201.0,1,268,0,15,55,643,1
1576,0,1,45203.0,2,147,1,8,33,284,1
1577,0,1,81574.0,0,1798,2,18,68,248,2
1578,0,1,34935.0,0,137,0,8,23,559,1
1579,0,0,60482.0,1,507,0,17,39,708,1
1580,0,1,34633.0,3,15,0,4,59,343,1
1581,0,1,78093.0,0,1105,0,17,68,415,2
1582,0,0,82460.0,0,974,0,15,65,688,2
1583,0,1,45903.0,1,66,0,8,49,253,1
1584,0,0,81361.0,0,778,1,27,28,310,2
1585,0,0,35860.0,2,49,2,6,42,227,1
1586,0,1,40442.0,2,169,1,12,63,865,1
1587,0,1,61482.0,0,299,0,12,50,188,1
1588,0,1,34968.0,1,221,0,17,35,454,1
1589,0,1,75794.0,0,1682,1,25,28,373,2
1590,0,1,31497.0,1,155,0,10,53,933,1
1591,0,1,74268.0,0,892,0,13,60,686,2
1592,1,1,13724.0,1,58,1,5,27,853,3
1593,0,1,45143.0,1,311,0,15,50,493,1
1594,0,0,52569.0,1,95,0,7,48,242,1
1595,0,0,48432.0,1,424,1,19,42,805,2
1596,0,1,17144.0,2,47,0,12,55,320,1
1597,0,0,36108.0,1,339,1,15,31,443,1
1598,0,1,76445.0,1,1410,0,21,44,825,2
1599,0,1,36663.0,1,35,0,6,40,251,1
1600,0,1,53843.0,1,562,0,20,50,553,2
1601,0,1,90226.0,0,2352,1,24,59,827,2
1602,0,0,70638.0,0,1334,1,20,60,725,2
1603,0,1,44512.0,2,32,0,6,55,489,1
1604,0,1,27116.0,2,41,0,7,54,332,1
1605,0,1,54072.0,2,39,0,5,52,523,1
1606,0,1,71855.0,1,1141,0,25,38,715,2
1607,0,0,51250.0,1,710,1,24,25,642,2
1608,0,1,60432.0,1,401,0,19,42,120,1
1609,0,1,65526.0,1,506,0,17,51,58,1
1610,0,0,68655.0,0,1538,0,21,27,815,2
1611,0,1,12393.0,0,57,0,6,37,994,1
1612,0,0,64509.0,0,1722,2,19,25,502,2
1613,0,0,33955.0,1,270,0,15,40,480,1
1614,0,1,31353.0,2,31,1,6,38,368,1
1615,0,1,55434.0,1,882,0,24,31,601,2
1616,0,1,28359.0,1,16,0,4,32,431,1
1617,0,0,57100.0,1,311,0,14,28,228,1
1618,0,1,69139.0,1,227,0,11,50,339,1
1619,0,1,52973.0,1,1152,0,31,59,873,2
1620,0,1,51717.0,1,122,1,8,50,499,1
1621,0,1,18793.0,1,77,0,9,44,396,1
1622,0,1,66664.0,0,1289,0,19,33,828,2
1623,0,0,50664.0,2,561,0,24,56,715,1
